"D53.0","Eiweißmangelanämie"
"S41.86","Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Oberarmes"
"S50.88","Sonstige oberflächliche Verletzungen des Unterarmes: Sonstige"
"T17.2","Fremdkörper im Rachen"
"---","Rest (1.768 Zeilen)"
"I46.1","Plötzlicher Herztod, so beschrieben"
"L83","Acanthosis nigricans"
"M41.84","Sonstige Formen der Skoliose: Thorakalbereich"
"---","Rest (2.596 Zeilen)"
"B02.8","Zoster mit sonstigen Komplikationen"
"D10.1","Gutartige Neubildung: Zunge"
"K91.5","Postcholezystektomie-Syndrom"
"---","Rest (1.804 Zeilen)"
"---","Rest (1.758 Zeilen)"
"N73.9","Entzündliche Krankheit im weiblichen Becken, nicht näher bezeichnet"
"F50.5","Erbrechen bei anderen psychischen Störungen"
"---","Rest (1.764 Zeilen)"
"U99.3","Nicht belegte Schlüsselnummer U99.3!"
"S53.0","Luxation des Radiuskopfes"
"S66.9","Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Handgelenkes und der Hand"
"---","Rest (2.521 Zeilen)"
"---","Rest (1.788 Zeilen)"
"E21.2","Sonstiger Hyperparathyreoidismus"
"M99.80","Sonstige biomechanische Funktionsstörungen: Kopfbereich [okzipitozervikal]"
"---","Rest (2.665 Zeilen)"
"---","Rest (1.775 Zeilen)"
"H31.3","Blutung und Ruptur der Aderhaut"
"N96","Neigung zu habituellem Abort"
"T14.9","Verletzung, nicht näher bezeichnet"
"Z12.6","Spezielle Verfahren zur Untersuchung auf Neubildung der Harnblase"
"---","Rest (2.528 Zeilen)"
"Z93.88","Vorhandensein sonstiger künstlicher Körperöffnungen"
"---","Rest (2.647 Zeilen)"
"I69.2","Folgen einer sonstigen nichttraumatischen intrakraniellen Blutung"
"---","Rest (2.599 Zeilen)"
"---","Rest (1.763 Zeilen)"
"O65.0","Geburtshindernis durch Beckendeformität"
"H47.0","Affektionen des N. opticus, anderenorts nicht klassifiziert"
"Z76.9","Person, die das Gesundheitswesen aus nicht näher bezeichneten Gründen in Anspruch nimmt"
"---","Rest (2.524 Zeilen)"
"M31.7","Mikroskopische Polyangiitis"
"K28.3","Ulcus pepticum jejuni: Akut, ohne Blutung oder Perforation"
"Z38.0","Einling, Geburt im Krankenhaus"
"---","Rest (2.530 Zeilen)"
"---","Rest (1.686 Zeilen)"
"---","Rest (2.350 Zeilen)"
"---","Rest (1.266 Zeilen)"
"T57.1","Toxische Wirkung: Phosphor und dessen Verbindungen"
"---","Rest (1.633 Zeilen)"
"C34.1","Bösartige Neubildung: Oberlappen (-Bronchus)"
"A40.3","Sepsis durch Streptococcus pneumoniae"
"C50.1","Bösartige Neubildung: Zentraler Drüsenkörper der Brustdrüse"
"I60.1","Subarachnoidalblutung, von der A. cerebri media ausgehend"
"C25.9","Bösartige Neubildung: Pankreas, nicht näher bezeichnet"
"C67.8","Bösartige Neubildung: Harnblase, mehrere Teilbereiche überlappend"
"J44.09","Chronische obstruktive Lungenkrankheit mit akuter Infektion der unteren Atemwege: FEV1 nicht näher bezeichnet"
"---","Rest (1.644 Zeilen)"
"Z35.5","Überwachung einer älteren Erstschwangeren"
"C79.7","Sekundäre bösartige Neubildung der Nebenniere"
"I25.13","Atherosklerotische Herzkrankheit: Drei-Gefäß-Erkrankung"
"K76.7","Hepatorenales Syndrom"
"G62.1","Alkohol-Polyneuropathie"
"M90.78","Knochenfraktur bei Neubildungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"N81.1","Zystozele"
"B21","Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]"
"E11.72","Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"
"E11.74","Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"
"I25.20","Alter Myokardinfarkt: 29 Tage bis unter 4 Monate zurückliegend"
"K72.72","Hepatische Enzephalopathie Grad 2"
"I70.25","Atherosklerose der Extremitätenarterien: Becken-Bein-Typ, mit Gangrän"
"L89.28","Dekubitus 3. Grades: Sonstige Lokalisationen der unteren Extremität"
"I89.02","Lymphödem der oberen und unteren Extremität(en), Stadium III"
"O26.82","Karpaltunnel-Syndrom während der Schwangerschaft"
"C79.6","Sekundäre bösartige Neubildung des Ovars"
"E11.21","Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Als entgleist bezeichnet"
"I25.21","Alter Myokardinfarkt: 4 Monate bis unter 1 Jahr zurückliegend"
"I60.6","Subarachnoidalblutung, von sonstigen intrakraniellen Arterien ausgehend"
"I70.24","Atherosklerose der Extremitätenarterien: Becken-Bein-Typ, mit Ulzeration"
"K70.4","Alkoholisches Leberversagen"
"M10.07","Idiopathische Gicht: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"M10.09","Idiopathische Gicht: Nicht näher bezeichnete Lokalisation"
"M53.99","Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
"M85.80","Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur: Mehrere Lokalisationen"
"N81.2","Partialprolaps des Uterus und der Vagina"
"---","Rest (2.627 Zeilen)"
"G35.31","Multiple Sklerose mit sekundär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"
"C22.1","Intrahepatisches Gallengangskarzinom"
"I83.0","Varizen der unteren Extremitäten mit Ulzeration"
"N87.0","Niedriggradige Dysplasie der Cervix uteri"
"C16.9","Bösartige Neubildung: Magen, nicht näher bezeichnet"
"C18.0","Bösartige Neubildung: Zäkum"
"C25.0","Bösartige Neubildung: Pankreaskopf"
"C82.1","Follikuläres Lymphom Grad II"
"C21.1","Bösartige Neubildung: Analkanal"
"C34.3","Bösartige Neubildung: Unterlappen (-Bronchus)"
"C43.3","Bösartiges Melanom sonstiger und nicht näher bezeichneter Teile des Gesichtes"
"C82.0","Follikuläres Lymphom Grad I"
"D06.7","Carcinoma in situ: Sonstige Teile der Cervix uteri"
"D13.5","Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase"
"M10.06","Idiopathische Gicht: Unterschenkel [Fibula, Tibia, Kniegelenk]"
"M34.1","CR(E)ST-Syndrom"
"---","Rest (1.907 Zeilen)"
"M47.22","Sonstige Spondylose mit Radikulopathie: Zervikalbereich"
"K72.1","Chronisches Leberversagen"
"E11.60","Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"I25.14","Atherosklerotische Herzkrankheit: Stenose des linken Hauptstammes"
"H25.1","Cataracta nuclearis senilis"
"L71.8","Sonstige Rosazea"
"E11.30","Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Nicht als entgleist bezeichnet"
"B90.9","Folgezustände einer Tuberkulose der Atmungsorgane und einer nicht näher bezeichneten Tuberkulose"
"D48.4","Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum"
"D69.88","Sonstige näher bezeichnete hämorrhagische Diathesen"
"I87.01","Postthrombotisches Syndrom mit Ulzeration"
"M10.99","Gicht, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
"M67.81","Sonstige näher bezeichnete Krankheiten der Synovialis und der Sehnen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
"M81.90","Osteoporose, nicht näher bezeichnet: Mehrere Lokalisationen"
"Z40.01","Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen: Prophylaktische Operation am Ovar"
"E10.74","Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"
"E66.12","Arzneimittelinduzierte Adipositas: Adipositas Grad III (WHO) bei Patienten von 18 Jahren und älter"
"M72.68","Nekrotisierende Fasziitis: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"M84.18","Nichtvereinigung der Frakturenden [Pseudarthrose]: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"C25.4","Bösartige Neubildung: Endokriner Drüsenanteil des Pankreas"
"C78.5","Sekundäre bösartige Neubildung des Dickdarmes und des Rektums"
"F10.6","Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom"
"G71.3","Mitochondriale Myopathie, anderenorts nicht klassifiziert"
"I25.4","Koronararterienaneurysma"
"K45.8","Sonstige näher bezeichnete abdominale Hernien ohne Einklemmung und ohne Gangrän"
"K72.73","Hepatische Enzephalopathie Grad 3"
"L92.9","Granulomatöse Krankheit der Haut und der Unterhaut, nicht näher bezeichnet"
"M10.00","Idiopathische Gicht: Mehrere Lokalisationen"
"M19.05","Primäre Arthrose sonstiger Gelenke: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"M42.92","Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Zervikalbereich"
"M47.84","Sonstige Spondylose: Thorakalbereich"
"M53.22","Instabilität der Wirbelsäule: Zervikalbereich"
"M53.86","Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens: Lumbalbereich"
"M67.82","Sonstige näher bezeichnete Krankheiten der Synovialis und der Sehnen: Oberarm [Humerus, Ellenbogengelenk]"
"M81.88","Sonstige Osteoporose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"M94.22","Chondromalazie: Oberarm [Humerus, Ellenbogengelenk]"
"M99.06","Segmentale und somatische Funktionsstörungen: Untere Extremität"
"M99.33","Knöcherne Stenose des Spinalkanals: Lumbalbereich [lumbosakral]"
"M99.71","Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Zervikalbereich [zervikothorakal]"
"N81.5","Vaginale Enterozele"
"P91.9","Zerebrale Störung beim Neugeborenen, nicht näher bezeichnet"
"Z96.60","Vorhandensein einer Schulterprothese"
"---","Rest (2.743 Zeilen)"
"C44.4","Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses"
"G35.21","Multiple Sklerose mit primär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression"
"I63.1","Hirninfarkt durch Embolie präzerebraler Arterien"
"M13.80","Sonstige näher bezeichnete Arthritis: Mehrere Lokalisationen"
"E26.0","Primärer Hyperaldosteronismus"
"I27.20","Pulmonale Hypertonie bei chronischer Thromboembolie"
"I70.22","Atherosklerose der Extremitätenarterien: Becken-Bein-Typ, mit belastungsinduziertem Ischämieschmerz, Gehstrecke weniger als 200 m"
"J44.11","Chronische obstruktive Lungenkrankheit mit akuter Exazerbation, nicht näher bezeichnet: FEV1 >=35 % und <50 % des Sollwertes"
"K42.1","Hernia umbilicalis mit Gangrän"
"K57.92","Divertikulitis des Darmes, Teil nicht näher bezeichnet, ohne Perforation, Abszess oder Angabe einer Blutung"
"Z00.5","Untersuchung eines potentiellen Organ- oder Gewebespenders"
"---","Rest (1.963 Zeilen)"
"I48.2","Vorhofflimmern, permanent"
"M47.80","Sonstige Spondylose: Mehrere Lokalisationen der Wirbelsäule"
"Z89.0","Verlust eines oder mehrerer Finger [einschließlich Daumen], einseitig"
"K10.3","Alveolitis der Kiefer"
"E11.40","Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"
"I86.88","Varizen sonstiger näher bezeichneter Lokalisationen"
"M19.21","Sonstige sekundäre Arthrose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
"D32.9","Gutartige Neubildung: Meningen, nicht näher bezeichnet"
"H49.1","Lähmung des N. trochlearis [IV. Hirnnerv]"
"M89.57","Osteolyse: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"G10","Chorea Huntington"
"M17.0","Primäre Gonarthrose, beidseitig"
"M48.09","Spinal(kanal)stenose: Nicht näher bezeichnete Lokalisation"
"M86.17","Sonstige akute Osteomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"N92.4","Zu starke Blutung in der Prämenopause"
"U81.23","Sonstige Klebsiellen mit Multiresistenz 3MRGN"
"Z96.67","Vorhandensein einer Bandscheibenprothese"
"---","Rest (2.786 Zeilen)"
"G45.32","Amaurosis fugax: Komplette Rückbildung innerhalb von 1 bis 24 Stunden"
"I20.1","Angina pectoris mit nachgewiesenem Koronarspasmus"
"C23","Bösartige Neubildung der Gallenblase"
"C44.1","Sonstige bösartige Neubildungen: Haut des Augenlides, einschließlich Kanthus"
"J44.12","Chronische obstruktive Lungenkrankheit mit akuter Exazerbation, nicht näher bezeichnet: FEV1 >=50 % und <70 % des Sollwertes"
"---","Rest (1.964 Zeilen)"
"K43.5","Parastomale Hernie ohne Einklemmung und ohne Gangrän"
"O28.5","Abnormer Chromosomen- oder genetischer Befund bei der pränatalen Screeninguntersuchung der Mutter"
"E03.2","Hypothyreose durch Arzneimittel oder andere exogene Substanzen"
"G46.4","Kleinhirnsyndrom"
"K05.0","Akute Gingivitis"
"Z80.6","Leukämie in der Familienanamnese"
"M86.47","Chronische Osteomyelitis mit Fistel: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"C34.8","Bösartige Neubildung: Bronchus und Lunge, mehrere Teilbereiche überlappend"
"F20.5","Schizophrenes Residuum"
"I27.9","Pulmonale Herzkrankheit, nicht näher bezeichnet"
"J44.92","Chronische obstruktive Lungenkrankheit, nicht näher bezeichnet: FEV1 >=50 % und <70 % des Sollwertes"
"M46.46","Diszitis, nicht näher bezeichnet: Lumbalbereich"
"N08.4","Glomeruläre Krankheiten bei sonstigen endokrinen, Ernährungs- und Stoffwechselkrankheiten"
"N81.4","Uterovaginalprolaps, nicht näher bezeichnet"
"C16.8","Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend"
"J84.0","Alveoläre und parietoalveoläre Krankheitszustände"
"T84.04","Mechanische Komplikation durch eine Gelenkendoprothese: Hüftgelenk"
"C16.3","Bösartige Neubildung: Antrum pyloricum"
"C30.0","Bösartige Neubildung: Nasenhöhle"
"E11.75","Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"
"G90.61","Komplexes regionales Schmerzsyndrom der unteren Extremität, Typ II"
"I63.2","Hirninfarkt durch nicht näher bezeichneten Verschluss oder Stenose präzerebraler Arterien"
"M84.06","Frakturheilung in Fehlstellung: Unterschenkel [Fibula, Tibia, Kniegelenk]"
"K23.8","Krankheiten des Ösophagus bei sonstigen anderenorts klassifizierten Krankheiten"
"D12.9","Gutartige Neubildung: Analkanal und Anus"
"D43.1","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell"
"O33.2","Betreuung der Mutter bei Missverhältnis durch Beckeneingangsverengung"
"R81","Glukosurie"
"S37.28","Sonstige Verletzungen der Harnblase"
"F19.8","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen"
"F50.4","Essattacken bei anderen psychischen Störungen"
"H45.0","Glaskörperblutung bei anderenorts klassifizierten Krankheiten"
"I71.03","Dissektion der Aorta, thorakoabdominal, ohne Angabe einer Ruptur"
"I72.5","Aneurysma und Dissektion sonstiger präzerebraler Arterien"
"M06.40","Entzündliche Polyarthropathie: Mehrere Lokalisationen"
"M81.49","Arzneimittelinduzierte Osteoporose: Nicht näher bezeichnete Lokalisation"
"N16.5","Tubulointerstitielle Nierenkrankheiten bei Transplantatabstoßung"
"O10.9","Nicht näher bezeichnete, vorher bestehende Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert"
"T85.9","Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat"
"---","Rest (2.799 Zeilen)"
"N81.3","Totalprolaps des Uterus und der Vagina"
"C45.1","Mesotheliom des Peritoneums"
"J85.2","Abszess der Lunge ohne Pneumonie"
"---","Rest (1.953 Zeilen)"
"N97.4","Sterilität der Frau im Zusammenhang mit Faktoren des Partners"
"I35.8","Sonstige Aortenklappenkrankheiten"
"I70.21","Atherosklerose der Extremitätenarterien: Becken-Bein-Typ, mit belastungsinduziertem Ischämieschmerz, Gehstrecke 200 m und mehr"
"K74.3","Primäre biliäre Zirrhose"
"Q38.5","Angeborene Fehlbildungen des Gaumens, anderenorts nicht klassifiziert"
"N81.8","Sonstiger Genitalprolaps bei der Frau"
"Z02","Untersuchung und Konsultation aus administrativen Gründen"
"E20.8","Sonstiger Hypoparathyreoidismus"
"E51.2","Wernicke-Enzephalopathie"
"E51.8","Sonstige Manifestationen des Thiaminmangels"
"F20.2","Katatone Schizophrenie"
"I25.29","Alter Myokardinfarkt: Nicht näher bezeichnet"
"N29.8","Sonstige Krankheiten der Niere und des Ureters bei sonstigen anderenorts klassifizierten Krankheiten"
"Z20.1","Kontakt mit und Exposition gegenüber Tuberkulose"
"H25.2","Cataracta senilis, Morgagni-Typ"
"M00.05","Arthritis und Polyarthritis durch Staphylokokken: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"M47.12","Sonstige Spondylose mit Myelopathie: Zervikalbereich"
"M79.85","Sonstige näher bezeichnete Krankheiten des Weichteilgewebes: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"---","Rest (1.908 Zeilen)"
"I25.16","Atherosklerotische Herzkrankheit: Mit stenosierten Stents"
"I72.9","Aneurysma und Dissektion nicht näher bezeichneter Lokalisation"
"M62.58","Muskelschwund und -atrophie, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"L89.29","Dekubitus 3. Grades: Sonstige und nicht näher bezeichnete Lokalisationen"
"A31.0","Infektion der Lunge durch sonstige Mykobakterien"
"D07.1","Carcinoma in situ: Vulva"
"G04.2","Bakterielle Meningoenzephalitis und Meningomyelitis, anderenorts nicht klassifiziert"
"I70.9","Generalisierte und nicht näher bezeichnete Atherosklerose"
"I86.4","Magenvarizen"
"K28.9","Ulcus pepticum jejuni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation"
"M81.50","Idiopathische Osteoporose: Mehrere Lokalisationen"
"Q03.0","Fehlbildungen des Aquaeductus cerebri"
"Z80.5","Bösartige Neubildung der Harnorgane in der Familienanamnese"
"N87.9","Dysplasie der Cervix uteri, nicht näher bezeichnet"
"---","Rest (1.946 Zeilen)"
"I70.20","Atherosklerose der Extremitätenarterien: Becken-Bein-Typ, ohne Beschwerden"
"M16.2","Koxarthrose als Folge einer Dysplasie, beidseitig"
"J16.0","Pneumonie durch Chlamydien"
"M23.02","Meniskusganglion: Hinterhorn des Innenmeniskus"
"M43.82","Sonstige näher bezeichnete Deformitäten der Wirbelsäule und des Rückens: Zervikalbereich"
"M99.00","Segmentale und somatische Funktionsstörungen: Kopfbereich [okzipitozervikal]"
"M99.07","Segmentale und somatische Funktionsstörungen: Obere Extremität [akromioklavikular, sternoklavikular]"
"O01.9","Blasenmole, nicht näher bezeichnet"
"---","Rest (2.818 Zeilen)"
"C18.4","Bösartige Neubildung: Colon transversum"
"C51.8","Bösartige Neubildung: Vulva, mehrere Teilbereiche überlappend"
"C91.10","Chronische lymphatische Leukämie vom B-Zell-Typ [CLL]: Ohne Angabe einer kompletten Remission"
"H25.8","Sonstige senile Kataraktformen"
"M43.07","Spondylolyse: Lumbosakralbereich"
"Z40.8","Sonstige prophylaktische Operation"
"M86.67","Sonstige chronische Osteomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"M00.95","Eitrige Arthritis, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
"I87.8","Sonstige näher bezeichnete Venenkrankheiten"
"D89.9","Störung mit Beteiligung des Immunsystems, nicht näher bezeichnet"
"G54.1","Läsionen des Plexus lumbosacralis"
"I08.0","Krankheiten der Mitral- und Aortenklappe, kombiniert"
"L71.9","Rosazea, nicht näher bezeichnet"
"M16.0","Primäre Koxarthrose, beidseitig"
"M19.87","Sonstige näher bezeichnete Arthrose: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
"N32.0","Blasenhalsobstruktion"
"T21.25","Verbrennung Grad 2a des Rumpfes: (Äußeres) Genitale"
"C58","Bösartige Neubildung der Plazenta"
"C67.2","Bösartige Neubildung: Laterale Harnblasenwand"
"C88.40","Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]: Ohne Angabe einer kompletten Remission"
"I61.4","Intrazerebrale Blutung in das Kleinhirn"
"---","Rest (1.896 Zeilen)"
"L85.1","Erworbene Keratosis palmoplantaris [Erworbenes Keratoma palmoplantare]"
"O92.31","Agalaktie: Mit Angabe von Schwierigkeiten beim Anlegen"
"D44.1","Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere"
"E20.9","Hypoparathyreoidismus, nicht näher bezeichnet"
"I25.8","Sonstige Formen der chronischen ischämischen Herzkrankheit"
"K73.9","Chronische Hepatitis, nicht näher bezeichnet"
"M84.48","Pathologische Fraktur, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
"M89.50","Osteolyse: Mehrere Lokalisationen"
"Q98.0","Klinefelter-Syndrom, Karyotyp 47,XXY"
"---","Rest (2.717 Zeilen)"
"I21.2","Akuter transmuraler Myokardinfarkt an sonstigen Lokalisationen"
"N04.2","Nephrotisches Syndrom: Diffuse membranöse Glomerulonephritis"
"N02.3","Rezidivierende und persistierende Hämaturie: Diffuse mesangioproliferative Glomerulonephritis"
"G46.3","Hirnstammsyndrom"
"I70.0","Atherosklerose der Aorta"
"S36.6","Verletzung des Rektums"
"I42.6","Alkoholische Kardiomyopathie"
"R48.0","Dyslexie und Alexie"
"Z40.08","Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen: Prophylaktische Operation an sonstigen Organen"
"C15.5","Bösartige Neubildung: Ösophagus, unteres Drittel"
"C34.0","Bösartige Neubildung: Hauptbronchus"
"M72.0","Fibromatose der Palmarfaszie [Dupuytren-Kontraktur]"
"N17.03","Akutes Nierenversagen mit Tubulusnekrose: Stadium 3"
"Z80.9","Bösartige Neubildung in der Familienanamnese, nicht näher bezeichnet"
"D53.1","Sonstige megaloblastäre Anämien, anderenorts nicht klassifiziert"
"M51.4","Schmorl-Knötchen"
"Z31.1","Künstliche Insemination"
"H83.8","Sonstige näher bezeichnete Krankheiten des Innenohres"
"D05.7","Sonstiges Carcinoma in situ der Brustdrüse"
"E11.41","Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Als entgleist bezeichnet"
"G94.8","Sonstige näher bezeichnete Krankheiten des Gehirns bei anderenorts klassifizierten Krankheiten"
"J43.2","Zentrilobuläres Emphysem"
"M81.89","Sonstige Osteoporose: Nicht näher bezeichnete Lokalisation"
"T66","Nicht näher bezeichnete Schäden durch Strahlung"
"A15.7","Primäre Tuberkulose der Atmungsorgane, bakteriologisch, molekularbiologisch oder histologisch gesichert"
"C69.3","Bösartige Neubildung: Chorioidea"
"F45.37","Somatoforme autonome Funktionsstörung: Mehrere Organe und Systeme"
"M62.51","Muskelschwund und -atrophie, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
"M96.6","Knochenfraktur nach Einsetzen eines orthopädischen Implantates, einer Gelenkprothese oder einer Knochenplatte"
"R61.1","Hyperhidrose, generalisiert"
"D17.5","Gutartige Neubildung des Fettgewebes der intraabdominalen Organe"
"D61.18","Sonstige arzneimittelinduzierte aplastische Anämie"
"F31.4","Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome"
"F78.8","Andere Intelligenzminderung: Sonstige Verhaltensstörung"
"H26.9","Katarakt, nicht näher bezeichnet"
"M96.80","Elektiv offen belassenes Sternum nach thoraxchirurgischem Eingriff"
"Z20.5","Kontakt mit und Exposition gegenüber Virushepatitis"
"---","Rest (2.812 Zeilen)"
"C50.0","Bösartige Neubildung: Brustwarze und Warzenhof"
"D21.1","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter"
"---","Rest (1.941 Zeilen)"
"L82","Seborrhoische Keratose"
"C38.4","Bösartige Neubildung: Pleura"
"D36.7","Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen"
"D38.0","Neubildung unsicheren oder unbekannten Verhaltens: Larynx"
"G83.40","Komplettes Cauda- (equina-) Syndrom"
"H10.0","Mukopurulente Konjunktivitis"
"H33.1","Retinoschisis und Zysten der Netzhaut"
"M14.89","Arthropathien bei sonstigen näher bezeichneten, anderenorts klassifizierten Krankheiten: Nicht näher bezeichnete Lokalisation"
"M24.51","Gelenkkontraktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
"M66.32","Spontanruptur von Beugesehnen: Oberarm [Humerus, Ellenbogengelenk]"
"Q98.4","Klinefelter-Syndrom, nicht näher bezeichnet"
"R46.8","Sonstige Symptome, die das äußere Erscheinungsbild und das Verhalten betreffen"
"Z51.82","Kombinierte Strahlen- und Chemotherapiesitzung wegen bösartiger Neubildung"
"G45.13","Arteria-carotis-interna-Syndrom (halbseitig): Komplette Rückbildung innerhalb von weniger als 1 Stunde"
"C18.9","Bösartige Neubildung: Kolon, nicht näher bezeichnet"
"C21.0","Bösartige Neubildung: Anus, nicht näher bezeichnet"
"M65.4","Tendovaginitis stenosans [de Quervain]"
"---","Rest (1.985 Zeilen)"
"E35.8","Krankheiten sonstiger endokriner Drüsen bei anderenorts klassifizierten Krankheiten"
"L57.0","Aktinische Keratose"
"N90.7","Zyste der Vulva"
"D55.0","Anämie durch Glukose-6-Phosphat-Dehydrogenase[G6PD]-Mangel"
"F52.2","Versagen genitaler Reaktionen"
"H83.9","Krankheit des Innenohres, nicht näher bezeichnet"
"I13.21","Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz und Niereninsuffizienz: Mit Angabe einer hypertensiven Krise"
"L99.22","Stadium 2 der chronischen Haut-Graft-versus-Host-Krankheit"
"M07.2","Spondylitis psoriatica"
"S62.8","Fraktur sonstiger und nicht näher bezeichneter Teile des Handgelenkes und der Hand"
"U81.31","Acinetobacter-baumannii-Gruppe mit Multiresistenz 3MRGN"
"N49.80","Fournier-Gangrän beim Mann"
"O46.0","Präpartale Blutung bei Gerinnungsstörung"
"---","Rest (1.917 Zeilen)"
"F53.1","Schwere psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert"
"F23.2","Akute schizophreniforme psychotische Störung"
"F09","Nicht näher bezeichnete organische oder symptomatische psychische Störung"
"F31.7","Bipolare affektive Störung, gegenwärtig remittiert"
"G72.3","Periodische Lähmung"
"G95.18","Sonstige vaskuläre Myelopathien"
"M15.9","Polyarthrose, nicht näher bezeichnet"
"M40.15","Sonstige sekundäre Kyphose: Thorakolumbalbereich"
"M40.16","Sonstige sekundäre Kyphose: Lumbalbereich"
"C18.5","Bösartige Neubildung: Flexura coli sinistra [lienalis]"
"G45.89","Sonstige zerebrale transitorische Ischämie und verwandte Syndrome: Verlauf der Rückbildung nicht näher bezeichnet"
